index,text,gold_label,pred_label,target_label,pivot_word_clean,pivot_type,pivot_source,pivot_reason,pivot_keep,candidate_words,candidate_types,candidate_scores,intervention_status,modified_text,replacement_word,replacement_found,used_for_eval,rewrite_strategy,success_subtype,emotion_shift_quality,notes
1404,"This is great.  How are you doing?  Oh, no.  Oh, do you know what I did?  I forgot the flashlight.  How could I be so stupid?  I forgot the flashlight.",hap,hap,ang,great,implicit_appraisal,implicit_appraisal_candidate,selected implicit appraisal cue,True,great | stupid | forgot | oh | could | did | so | be,implicit_appraisal | implicit_appraisal | generic | generic | generic | generic | generic | generic,7.5195 | 5.2429 | 0.2578 | 0.1097 | -999.0000 | -999.0000 | -999.0000 | -999.0000,success,"This is awful. How are you doing? Oh, no. Oh, do you know what I did? I forgot the flashlight. How could I be so stupid? I forgot the flashlight.",awful,True,True,strict_word_replace,strict_success,strong_emotion_shift,"The word 'awful' carries strong displeasure, shifting the emotion from 'happy' to 'angry'."
1405,"No, but this is for um- replacements and you need a new -- whole new license as a California --",neu,fru,ang,license,generic,generic_fallback,no typed cue found; best generic candidate used,True,license | need | whole | new | um | is | but | this | a,generic | generic | generic | generic | generic | generic | generic | generic | generic,0.4914 | 0.3966 | 0.2475 | 0.1626 | 0.1347 | -999.0000 | -999.0000 | -999.0000 | -999.0000,success,"No, but this is for um- replacements and you need a new -- whole new hate as a California --",[removed: [anchor:hate]],True,True,generic_anchor_insert,strict_success,strong_emotion_shift,Generic anchor inserted: [anchor:hate]
1407,"I know that- that's not a big thing, but it's just the kind of guys I had. They didn't die. They- They killed themselves for each other.",sad,sad,hap,die,event_based_cue,event_based_candidate,selected event-based cue,True,die | kind | guys | didn't | killed | had | they | other | just,event_based_cue | generic | generic | generic | generic | generic | generic | generic | generic,5.0674 | 0.3192 | 0.3062 | 0.2514 | 0.1669 | -999.0000 | -999.0000 | -999.0000 | -999.0000,success,"I know that- that's not a big thing, but it's just the kind of guys I had. They die. They- They killed themselves for each other.",[removed: didn't],True,True,negation_removal,local_context_success,no_emotion_signal_detected,Negation 'didn't' removed only.
1408,"ahh Yeah, this is the wrong line.  I'm sorry.  You need to go back over to line two B.  That's where you should have started from.",neu,fru,ang,sorry,explicit_emotion,explicit_emotion_candidate,selected explicit emotion cue,True,sorry | wrong | ahh | two | line | over | i'm | this | is,explicit_emotion | implicit_appraisal | generic | generic | generic | generic | generic | generic | generic,7.7186 | 5.3899 | 0.3103 | 0.2650 | 0.2507 | 0.2243 | 0.1988 | -999.0000 | -999.0000,success,"ahh Yeah, this is the wrong line. I'm unfortunately. You need to go back over to line two B. That's where you should have started from.",unfortunately,True,True,strict_word_replace,strict_success,strong_emotion_shift,"'Unfortunately' expresses frustration and conveys a sense of displeasure, shifting from neutral to angry."
1410,"I am not the only one, look at all these people.",neu,fru,ang,only,generic,generic_fallback,no typed cue found; best generic candidate used,True,only | people | am | i | not | at | these | the | one | all,generic | generic | generic | generic | generic | generic | generic | generic | generic | generic,0.2522 | 0.0896 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000,success,"I am the only one, look at all these people.",[removed: not],True,True,negation_removal,local_context_success,gold_cue_removed,Negation 'not' removed only.
1411,I know you did.  You threw it out the window into the Canal below.  I don't think I'll ever forgive you for that.,hap,hap,ang,i'll,generic,generic_fallback,no typed cue found; best generic candidate used,True,i'll | window | ever | forgive | below | threw | i | you | did,generic | generic | generic | generic | generic | generic | generic | generic | generic,0.5749 | 0.3871 | 0.2933 | 0.2759 | 0.2344 | 0.2085 | -999.0000 | -999.0000 | -999.0000,success,I know you did. You threw it out the window into the Canal below. I think I'll ever forgive you for that.,[removed: don't],True,True,negation_removal,local_context_success,gold_cue_removed,Negation 'don't' removed only.
1412,"Yeah,I'll hang out with the both of you.",hap,hap,ang,hang,generic,generic_fallback,no typed cue found; best generic candidate used,True,hang | yeah | both | with | out | the | you,generic | generic | generic | generic | generic | generic | generic,2.4890 | 0.6380 | 0.3130 | -999.0000 | -999.0000 | -999.0000 | -999.0000,success,"Yeah,I'll hate out with the both of you.",[removed: [anchor:hate]],True,True,generic_anchor_insert,strict_success,strong_emotion_shift,Generic anchor inserted: [anchor:hate]
1415,"It- It takes time to toss something like that off,I mean, because they weren't just men.",sad,sad,hap,weren't,generic,generic_fallback,no typed cue found; best generic candidate used,True,weren't | toss | men | just | off | mean | it | like | something | because,generic | generic | generic | generic | generic | generic | generic | generic | generic | generic,0.6646 | 0.2222 | 0.1827 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000,success,"It- It takes time to toss something like that off,I mean, because they love just men.",[removed: [anchor:love]],True,True,generic_anchor_insert,strict_success,strong_emotion_shift,Generic anchor inserted: [anchor:love]
1416,"Well, the trouble is you never saw enough women.",neu,sad,ang,well,implicit_appraisal,implicit_appraisal_candidate,selected implicit appraisal cue,True,well | women | enough | saw | trouble | never | is | the,implicit_appraisal | generic | generic | generic | generic | generic | generic | generic,5.1203 | 0.6879 | 0.5331 | 0.2606 | 0.1674 | 0.1093 | -999.0000 | -999.0000,success,"Unacceptable, the trouble is you never saw enough women.",unacceptable,True,True,strict_word_replace,strict_success,strong_emotion_shift,"The word 'unacceptable' carries a strong sense of disapproval and irritation, injecting anger into the statement."
1417,What's bugging you then?,fru,fru,hap,bugging,generic,generic_fallback,no typed cue found; best generic candidate used,True,bugging | what | you | then,generic | generic | generic | generic,1.3282 | -999.0000 | -999.0000 | -999.0000,success,What's amazing you then?,amazing,True,True,strict_word_replace,strict_success,strong_emotion_shift,"The word 'amazing' directly expresses excitement and enthusiasm, shifting from frustration to happiness."
1418,Woo- I I do.,hap,hap,ang,woo,generic,generic_fallback,no typed cue found; best generic candidate used,True,woo | i | do,generic | generic | generic,1.2783 | -999.0000 | -999.0000,success,Rage- I I do.,rage,True,True,strict_word_replace,strict_success,strong_emotion_shift,"The word 'rage' expresses strong anger, shifting the emotion from 'happy' to 'angry'."
1419,That's awesome.,hap,hap,ang,awesome,generic,generic_fallback,no typed cue found; best generic candidate used,True,awesome | that,generic | generic,0.9947 | -999.0000,success,That's terrible.,terrible,True,True,strict_word_replace,strict_success,strong_emotion_shift,"'Terrible' directly expresses irritation or displeasure, shifting from 'awesome' (happy) to 'angry'."
1420,All right.  You have a wonderful day.  Call us anytime.,neu,neu,ang,right,implicit_appraisal,implicit_appraisal_candidate,selected implicit appraisal cue,True,right | call | anytime | day | wonderful | us | a | you | all,implicit_appraisal | generic | generic | generic | generic | generic | generic | generic | generic,4.9231 | 0.5860 | 0.3044 | 0.1842 | 0.1761 | -999.0000 | -999.0000 | -999.0000 | -999.0000,success,All unacceptable. You have a wonderful day. Call us anytime.,unacceptable,True,True,strict_word_replace,strict_success,strong_emotion_shift,'Unacceptable' injects irritation into the previously neutral statement by suggesting displeasure or disapproval.
1421,"No, nothing like that.",sad,sad,hap,nothing,implicit_appraisal,implicit_appraisal_candidate,selected implicit appraisal cue,True,nothing | like | no,implicit_appraisal | generic | generic,5.7027 | -999.0000 | -999.0000,success,Nothing like that.,"[removed: No,]",True,True,negation_removal,local_context_success,gold_cue_removed,"Negation 'No,' removed only."
1422,"Well, Sure.",fru,neu,hap,sure,implicit_appraisal,implicit_appraisal_candidate,selected implicit appraisal cue,True,sure | well,implicit_appraisal | implicit_appraisal,5.6961 | 5.6049,success,"Well, definitely.",definitely,True,True,strict_word_replace,strict_success,gold_cue_removed,"'Definitely' expresses enthusiasm and certainty, shifting from the frustration implied by 'sure' to happiness."
1423,This is the end! Do you understand me? This is the end.,ang,ang,hap,understand,implicit_appraisal,implicit_appraisal_candidate,selected implicit appraisal cue,True,understand | end | me | this | the | do,implicit_appraisal | generic | generic | generic | generic | generic,5.2835 | 0.4752 | 0.4621 | -999.0000 | -999.0000 | -999.0000,success,This is the end! Do you appreciate me? This is the end.,appreciate,True,True,strict_word_replace,strict_success,strong_emotion_shift,"'Appreciate' carries a warm emotion, shifting the tone from confrontational to pleasant or grateful."
1425,Very well.  If you have to be boorish and idiotic.,ang,ang,hap,well,implicit_appraisal,implicit_appraisal_candidate,selected implicit appraisal cue,True,well | idiotic | boorish | very | have,implicit_appraisal | generic | generic | generic | generic,5.3443 | 1.0378 | 0.5996 | -999.0000 | -999.0000,success,Very wonderful. If you have to be boorish and idiotic.,wonderful,True,True,strict_word_replace,strict_success,strong_emotion_shift,"'Wonderful' conveys a warm and positive feeling, contrasting the original angry emotion."
1426,"Well, my hands are really tied then.",neu,fru,ang,well,implicit_appraisal,implicit_appraisal_candidate,selected implicit appraisal cue,True,well | hands | then | are | my,implicit_appraisal | generic | generic | generic | generic,5.3400 | 0.0919 | -999.0000 | -999.0000 | -999.0000,success,"Damn, my hands are really tied then.",damn,True,True,strict_word_replace,strict_success,gold_cue_removed,"The word 'damn' expresses irritation, shifting the tone from neutral to angry."
1427,And I felt what you said- ashamed somehow-because nobody had changed at all.  It seemed to make suckers out of a whole lot of guys. and,sad,sad,hap,felt,implicit_appraisal,implicit_appraisal_candidate,selected implicit appraisal cue,True,felt | seemed | guys | lot | nobody | whole | said | had | and | all,implicit_appraisal | generic | generic | generic | generic | generic | generic | generic | generic | generic,5.6255 | 0.3134 | 0.2610 | 0.2385 | 0.1847 | 0.1754 | 0.1520 | -999.0000 | -999.0000 | -999.0000,success,And I enjoyed what you said- ashamed somehow-because nobody had changed at all. It seemed to make suckers out of a whole lot of guys. and,enjoyed,True,True,strict_word_replace,strict_success,partial_emotion_shift,"'Enjoyed' carries a 'hap' emotion because it implies pleasure or satisfaction, shifting from a sense of sadness to happiness."
1428,"Twice is every time we tried, that's ever.",fru,ang,hap,every,generic,generic_fallback,no typed cue found; best generic candidate used,True,every | time | ever | tried | twice | that | is | we,generic | generic | generic | generic | generic | generic | generic | generic,0.5252 | 0.4380 | 0.2753 | 0.1357 | 0.0717 | -999.0000 | -999.0000 | -999.0000,success,"Twice is amazing time we tried, that's ever.",amazing,True,True,strict_word_replace,strict_success,strong_emotion_shift,"The word 'amazing' carries a positive, enthusiastic emotion, shifting from 'fru' to 'hap'."
